Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
114		0.1797		0.2852		0.0000		0.6304		0.00014186
115		0.1800		0.2911		0.0000		0.6253		0.00013841
116		0.1800		0.2873		0.0000		0.6328		0.00013494
117		0.1812		0.2856		0.0000		0.6309		0.00013147
118		0.1807		0.2865		0.0000		0.6287		0.00012798
119		0.1807		0.2851		0.0000		0.6298		0.00012449
120		0.1806		0.2855		0.0000		0.6326		0.00012098
121		0.1800		0.2862		0.0000		0.6283		0.00011746
122		0.1807		0.2894		0.0000		0.6238		0.00011393
123		0.1801		0.2857		0.0000		0.6294		0.00011039
124		0.1801		0.2860		0.0000		0.6317		0.00010684
125		0.1797		0.2862		0.0000		0.6279		0.00010327
126		0.1810		0.2877		0.0000		0.6270		0.00009969
127		0.1802		0.2857		0.0000		0.6309		0.00009609
128		0.1808		0.2852		0.0000		0.6298		0.00009248
129		0.1796		0.2852		0.0000		0.6301		0.00008885
130		0.1803		0.2910		0.0000		0.6245		0.00008521
131		0.1802		0.2865		0.0000		0.6302		0.00008155
132		0.1800		0.2916		0.0000		0.6227		0.00007787
133		0.1800		0.2872		0.0000		0.6256		0.00007417
134		0.1799		0.2858		0.0000		0.6337		0.00007045
135		0.1794		0.2870		0.0000		0.6288		0.00006671
136		0.1806		0.2897		0.0000		0.6240		0.00006295
137		0.1802		0.2851		0.0000		0.6293		0.00005916
138		0.1807		0.2861		0.0000		0.6295		0.00005534
139		0.1806		0.2871		0.0000		0.6289		0.00005149
140		0.1802		0.2855		0.0000		0.6295		0.00004761
141		0.1801		0.2846		0.0000		0.6323		0.00004370
142		0.1799		0.2861		0.0000		0.6304		0.00003975
143		0.1803		0.2860		0.0000		0.6292		0.00003575
144		0.1806		0.2841		0.0000		0.6302		0.00003170
145		0.1801		0.2891		0.0000		0.6261		0.00002759
146		0.1802		0.2865		0.0000		0.6296		0.00002342
147		0.1809		0.2877		0.0000		0.6276		0.00001916
148		0.1808		0.2856		0.0000		0.6350		0.00001479
149		0.1802		0.2847		0.0000		0.6303		0.00001027
150		0.1801		0.2886		0.0000		0.6251		0.00000550
