Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
114		0.1573		0.3357		0.0000		0.6636		0.00014186
115		0.1568		0.3426		0.0000		0.6577		0.00013841
116		0.1567		0.3438		0.0000		0.6578		0.00013494
117		0.1570		0.3365		0.0000		0.6575		0.00013147
118		0.1572		0.3367		0.0000		0.6545		0.00012798
119		0.1528		0.3480		0.0000		0.6458		0.00012449
120		0.1532		0.3379		0.0000		0.6542		0.00012098
121		0.1523		0.3380		0.0000		0.6522		0.00011746
122		0.1492		0.3361		0.0000		0.6626		0.00011393
123		0.1503		0.3358		0.0000		0.6553		0.00011039
124		0.1506		0.3437		0.0000		0.6424		0.00010684
125		0.1519		0.3409		0.0000		0.6479		0.00010327
126		0.1462		0.3310		0.0000		0.6690		0.00009969
127		0.1452		0.3396		0.0000		0.6482		0.00009609
128		0.1460		0.3386		0.0000		0.6533		0.00009248
129		0.1454		0.3497		0.0000		0.6678		0.00008885
130		0.1443		0.3592		0.0000		0.6495		0.00008521
131		0.1426		0.3452		0.0000		0.6602		0.00008155
132		0.1415		0.3427		0.0000		0.6589		0.00007787
133		0.1411		0.3480		0.0000		0.6491		0.00007417
134		0.1389		0.3533		0.0000		0.6697		0.00007045
135		0.1398		0.3438		0.0000		0.6518		0.00006671
136		0.1374		0.3493		0.0000		0.6649		0.00006295
137		0.1367		0.3553		0.0000		0.6739		0.00005916
138		0.1361		0.3481		0.0000		0.6579		0.00005534
139		0.1352		0.3457		0.0000		0.6672		0.00005149
140		0.1344		0.3412		0.0000		0.6775		0.00004761
141		0.1336		0.3481		0.0000		0.6591		0.00004370
142		0.1321		0.3423		0.0000		0.6684		0.00003975
143		0.1317		0.3483		0.0000		0.6640		0.00003575
144		0.1317		0.3454		0.0000		0.6698		0.00003170
145		0.1306		0.3450		0.0000		0.6691		0.00002759
146		0.1293		0.3520		0.0000		0.6677		0.00002342
147		0.1290		0.3448		0.0000		0.6667		0.00001916
148		0.1284		0.3473		0.0000		0.6704		0.00001479
149		0.1274		0.3437		0.0000		0.6736		0.00001027
150		0.1270		0.3492		0.0000		0.6737		0.00000550
