Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
114		0.1780		0.3353		0.0000		0.5918		0.00014186
115		0.1752		0.3427		0.0000		0.6128		0.00013841
116		0.1693		0.3400		0.0000		0.6060		0.00013494
117		0.1701		0.3654		0.0000		0.6042		0.00013147
118		0.1694		0.3504		0.0000		0.6064		0.00012798
119		0.1672		0.3440		0.0000		0.6024		0.00012449
120		0.1675		0.3553		0.0000		0.6065		0.00012098
121		0.1661		0.3415		0.0000		0.6278		0.00011746
122		0.1631		0.3585		0.0000		0.6309		0.00011393
123		0.1623		0.3481		0.0000		0.6237		0.00011039
124		0.1645		0.3360		0.0000		0.6136		0.00010684
125		0.1634		0.3269		0.0000		0.6218		0.00010327
126		0.1591		0.3549		0.0000		0.6212		0.00009969
127		0.1602		0.3535		0.0000		0.6389		0.00009609
128		0.1581		0.3607		0.0000		0.6228		0.00009248
129		0.1583		0.3505		0.0000		0.6208		0.00008885
130		0.1572		0.3342		0.0000		0.6317		0.00008521
131		0.1568		0.3280		0.0000		0.6411		0.00008155
132		0.1536		0.3359		0.0000		0.6432		0.00007787
133		0.1540		0.3904		0.0000		0.6110		0.00007417
134		0.1524		0.3547		0.0000		0.6426		0.00007045
135		0.1523		0.3442		0.0000		0.6420		0.00006671
136		0.1515		0.3401		0.0000		0.6377		0.00006295
137		0.1504		0.3220		0.0000		0.6347		0.00005916
138		0.1491		0.3382		0.0000		0.6318		0.00005534
139		0.1475		0.3320		0.0000		0.6433		0.00005149
140		0.1476		0.3356		0.0000		0.6423		0.00004761
141		0.1467		0.3408		0.0000		0.6372		0.00004370
142		0.1464		0.3540		0.0000		0.6288		0.00003975
143		0.1452		0.3423		0.0000		0.6417		0.00003575
144		0.1445		0.3393		0.0000		0.6416		0.00003170
145		0.1431		0.3490		0.0000		0.6378		0.00002759
146		0.1428		0.3421		0.0000		0.6488		0.00002342
147		0.1420		0.3470		0.0000		0.6307		0.00001916
148		0.1409		0.3462		0.0000		0.6461		0.00001479
149		0.1408		0.3462		0.0000		0.6457		0.00001027
150		0.1399		0.3444		0.0000		0.6448		0.00000550
