Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
114		0.1622		0.3282		0.0000		0.6265		0.00014186
115		0.1745		0.3442		0.0000		0.6255		0.00013841
116		0.1694		0.3163		0.0000		0.6278		0.00013494
117		0.1608		0.3226		0.0000		0.6233		0.00013147
118		0.1610		0.3141		0.0000		0.6501		0.00012798
119		0.1589		0.3369		0.0000		0.6177		0.00012449
120		0.1677		0.3246		0.0000		0.6531		0.00012098
121		0.1567		0.3194		0.0000		0.6456		0.00011746
122		0.1555		0.3145		0.0000		0.6554		0.00011393
123		0.1543		0.3186		0.0000		0.6532		0.00011039
124		0.1572		0.3413		0.0000		0.6083		0.00010684
125		0.1584		0.3311		0.0000		0.6477		0.00010327
126		0.1532		0.3175		0.0000		0.6403		0.00009969
127		0.1506		0.3263		0.0000		0.6594		0.00009609
128		0.1525		0.3229		0.0000		0.6400		0.00009248
129		0.1490		0.3209		0.0000		0.6566		0.00008885
130		0.1513		0.3159		0.0000		0.6649		0.00008521
131		0.1476		0.3281		0.0000		0.6588		0.00008155
132		0.1459		0.3158		0.0000		0.6658		0.00007787
133		0.1444		0.3264		0.0000		0.6564		0.00007417
134		0.1444		0.3282		0.0000		0.6591		0.00007045
135		0.1433		0.3209		0.0000		0.6612		0.00006671
136		0.1430		0.3305		0.0000		0.6506		0.00006295
137		0.1416		0.3316		0.0000		0.6658		0.00005916
138		0.1416		0.3256		0.0000		0.6568		0.00005534
139		0.1410		0.3290		0.0000		0.6408		0.00005149
140		0.1385		0.3301		0.0000		0.6644		0.00004761
141		0.1380		0.3294		0.0000		0.6675		0.00004370
142		0.1383		0.3206		0.0000		0.6655		0.00003975
143		0.1375		0.3352		0.0000		0.6646		0.00003575
144		0.1358		0.3293		0.0000		0.6664		0.00003170
145		0.1355		0.3276		0.0000		0.6680		0.00002759
146		0.1344		0.3246		0.0000		0.6668		0.00002342
147		0.1334		0.3335		0.0000		0.6728		0.00001916
148		0.1331		0.3282		0.0000		0.6721		0.00001479
149		0.1321		0.3313		0.0000		0.6696		0.00001027
150		0.1318		0.3273		0.0000		0.6709		0.00000550
