Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
114		0.2299		0.4358		0.0000		0.5950		0.00014186
115		0.2252		0.4552		0.0000		0.6029		0.00013841
116		0.2220		0.4668		0.0000		0.6116		0.00013494
117		0.2169		0.4570		0.0000		0.6156		0.00013147
118		0.2194		0.4570		0.0000		0.6040		0.00012798
119		0.2194		0.4604		0.0000		0.6048		0.00012449
120		0.2190		0.4908		0.0000		0.5892		0.00012098
121		0.2208		0.4663		0.0000		0.6059		0.00011746
122		0.2172		0.4557		0.0000		0.6094		0.00011393
123		0.2134		0.4793		0.0000		0.5992		0.00011039
124		0.2123		0.4671		0.0000		0.6154		0.00010684
125		0.2172		0.4417		0.0000		0.6067		0.00010327
126		0.2094		0.4724		0.0000		0.6003		0.00009969
127		0.2072		0.4658		0.0000		0.6135		0.00009609
128		0.2071		0.4706		0.0000		0.6086		0.00009248
129		0.2060		0.4603		0.0000		0.6098		0.00008885
130		0.2047		0.4699		0.0000		0.6120		0.00008521
131		0.2026		0.4632		0.0000		0.6252		0.00008155
132		0.2081		0.4468		0.0000		0.6237		0.00007787
133		0.2007		0.4503		0.0000		0.6266		0.00007417
134		0.2002		0.4541		0.0000		0.6189		0.00007045
135		0.1989		0.4574		0.0000		0.6292		0.00006671
136		0.1971		0.4698		0.0000		0.6189		0.00006295
137		0.1990		0.4693		0.0000		0.6242		0.00005916
138		0.1955		0.4688		0.0000		0.6187		0.00005534
139		0.1955		0.4629		0.0000		0.6183		0.00005149
140		0.1942		0.4619		0.0000		0.6118		0.00004761
141		0.1934		0.4609		0.0000		0.6298		0.00004370
142		0.1918		0.4649		0.0000		0.6235		0.00003975
143		0.1905		0.4727		0.0000		0.6185		0.00003575
144		0.1895		0.4710		0.0000		0.6231		0.00003170
145		0.1893		0.4730		0.0000		0.6170		0.00002759
146		0.1881		0.4688		0.0000		0.6260		0.00002342
147		0.1874		0.4699		0.0000		0.6297		0.00001916
148		0.1860		0.4711		0.0000		0.6275		0.00001479
149		0.1856		0.4706		0.0000		0.6271		0.00001027
150		0.1846		0.4710		0.0000		0.6288		0.00000550
